q1_left,q2_left,q3_left,q4_left,q5_left,q6_left,q7_left,q1_right,q2_right,q3_right,q4_right,q5_right,q6_right,q7_right
-0.001,-0.785,0.0,-2.356,0.0,1.571,0.785,0.0,-0.785,0.0,-2.356,0.0,1.571,0.785
-0.001,-0.785,0.0,-2.356,0.0,1.571,0.784,-0.0,-0.785,0.0,-2.356,0.0,1.571,0.785
-0.001,-0.785,0.0,-2.356,0.0,1.571,0.785,-0.0,-0.785,0.0,-2.356,0.0,1.571,0.785
-0.001,-0.785,0.0,-2.356,0.0,1.571,0.786,-0.0,-0.785,0.0,-2.356,0.0,1.571,0.785
-0.001,-0.785,0.0,-2.356,0.0,1.571,0.785,0.0,-0.785,0.0,-2.356,0.0,1.571,0.785
