q1_left,q2_left,q3_left,q4_left,q5_left,q6_left,q7_left,q1_right,q2_right,q3_right,q4_right,q5_right,q6_right,q7_right
0.29,-0.694,-0.47,-1.997,-0.272,1.366,0.782,-0.0,-0.785,0.0,-2.355,0.0,1.571,0.785
0.306,-0.704,-0.475,-1.996,-0.278,1.36,0.781,-0.0,-0.785,0.0,-2.355,0.0,1.571,0.785
0.321,-0.714,-0.476,-1.996,-0.283,1.355,0.781,-0.0,-0.785,0.0,-2.355,0.0,1.571,0.785
0.336,-0.722,-0.476,-1.995,-0.286,1.352,0.781,-0.0,-0.785,0.0,-2.355,0.0,1.571,0.785
0.35,-0.728,-0.476,-1.993,-0.288,1.35,0.781,-0.0,-0.785,0.0,-2.355,0.0,1.571,0.785
0.362,-0.732,-0.476,-1.99,-0.29,1.35,0.781,-0.0,-0.785,0.0,-2.355,0.0,1.571,0.785
0.371,-0.734,-0.476,-1.987,-0.293,1.35,0.781,-0.0,-0.785,0.0,-2.355,0.0,1.571,0.785
0.378,-0.734,-0.476,-1.986,-0.296,1.35,0.78,-0.0,-0.785,0.0,-2.355,0.0,1.571,0.785
0.383,-0.734,-0.476,-1.986,-0.299,1.349,0.78,-0.0,-0.785,0.0,-2.355,0.0,1.571,0.785
0.386,-0.734,-0.476,-1.985,-0.301,1.349,0.78,-0.0,-0.785,0.0,-2.355,0.0,1.571,0.785
0.389,-0.734,-0.477,-1.985,-0.303,1.348,0.78,-0.0,-0.785,0.0,-2.355,0.0,1.571,0.785
0.39,-0.734,-0.478,-1.985,-0.304,1.348,0.78,-0.0,-0.785,0.0,-2.355,0.0,1.571,0.785
0.39,-0.734,-0.479,-1.985,-0.304,1.347,0.78,-0.0,-0.785,0.0,-2.355,0.0,1.571,0.785
0.39,-0.734,-0.481,-1.985,-0.305,1.346,0.78,-0.0,-0.785,0.0,-2.355,0.0,1.571,0.785
0.391,-0.734,-0.483,-1.985,-0.305,1.346,0.78,-0.0,-0.785,0.0,-2.355,0.0,1.571,0.785
0.391,-0.734,-0.484,-1.985,-0.306,1.346,0.779,-0.0,-0.785,0.0,-2.355,0.0,1.571,0.785
0.391,-0.734,-0.486,-1.985,-0.307,1.345,0.779,-0.0,-0.785,0.0,-2.355,0.0,1.571,0.785
0.391,-0.734,-0.487,-1.985,-0.307,1.345,0.779,-0.0,-0.785,0.0,-2.355,0.0,1.571,0.785
0.391,-0.734,-0.488,-1.985,-0.308,1.345,0.779,-0.0,-0.785,0.0,-2.355,0.0,1.571,0.785
0.392,-0.734,-0.489,-1.984,-0.309,1.344,0.778,-0.0,-0.785,0.0,-2.355,0.0,1.571,0.785
0.393,-0.734,-0.489,-1.984,-0.31,1.343,0.778,-0.0,-0.785,-0.004,-2.355,-0.0,1.571,0.785
0.393,-0.734,-0.489,-1.984,-0.311,1.343,0.777,-0.0,-0.785,-0.013,-2.355,-0.001,1.571,0.785
0.394,-0.734,-0.489,-1.984,-0.311,1.343,0.777,-0.001,-0.785,-0.026,-2.355,-0.004,1.571,0.785
0.394,-0.734,-0.489,-1.984,-0.311,1.343,0.777,-0.001,-0.785,-0.041,-2.355,-0.009,1.571,0.785
0.394,-0.734,-0.489,-1.984,-0.311,1.343,0.777,-0.001,-0.785,-0.055,-2.355,-0.014,1.571,0.785
0.394,-0.734,-0.489,-1.984,-0.311,1.343,0.777,-0.001,-0.785,-0.067,-2.355,-0.019,1.571,0.785
0.394,-0.734,-0.489,-1.984,-0.311,1.343,0.777,-0.001,-0.785,-0.075,-2.355,-0.022,1.571,0.784
0.394,-0.734,-0.49,-1.984,-0.312,1.343,0.777,-0.001,-0.785,-0.079,-2.355,-0.024,1.571,0.784
0.395,-0.734,-0.49,-1.984,-0.312,1.343,0.777,0.001,-0.785,-0.078,-2.355,-0.024,1.571,0.784
0.395,-0.734,-0.49,-1.983,-0.312,1.342,0.777,0.002,-0.785,-0.076,-2.355,-0.024,1.571,0.784
0.395,-0.734,-0.49,-1.983,-0.312,1.342,0.776,0.004,-0.785,-0.071,-2.355,-0.025,1.571,0.784
0.395,-0.734,-0.49,-1.983,-0.313,1.342,0.776,0.005,-0.785,-0.059,-2.355,-0.025,1.571,0.784
0.395,-0.734,-0.49,-1.983,-0.313,1.342,0.776,0.007,-0.785,-0.043,-2.355,-0.024,1.571,0.784
0.395,-0.734,-0.49,-1.983,-0.313,1.342,0.776,0.009,-0.785,-0.022,-2.355,-0.023,1.571,0.784
0.395,-0.734,-0.49,-1.983,-0.313,1.342,0.776,0.011,-0.785,0.004,-2.355,-0.016,1.571,0.785
0.395,-0.734,-0.49,-1.983,-0.313,1.342,0.776,0.012,-0.785,0.033,-2.355,-0.002,1.571,0.785
0.396,-0.734,-0.49,-1.983,-0.313,1.342,0.776,0.012,-0.785,0.063,-2.355,0.017,1.571,0.785
0.396,-0.734,-0.49,-1.983,-0.314,1.342,0.776,0.012,-0.785,0.095,-2.355,0.039,1.571,0.785
0.396,-0.734,-0.49,-1.983,-0.314,1.342,0.776,0.012,-0.784,0.127,-2.355,0.061,1.571,0.785
0.396,-0.734,-0.49,-1.983,-0.314,1.342,0.776,0.01,-0.781,0.158,-2.353,0.082,1.571,0.785
0.396,-0.734,-0.491,-1.983,-0.314,1.341,0.775,0.005,-0.778,0.189,-2.35,0.1,1.571,0.786
0.396,-0.734,-0.491,-1.983,-0.314,1.341,0.775,-0.004,-0.776,0.215,-2.347,0.114,1.571,0.786
0.396,-0.734,-0.491,-1.983,-0.314,1.341,0.775,-0.016,-0.775,0.236,-2.345,0.123,1.571,0.786
0.397,-0.734,-0.491,-1.983,-0.315,1.341,0.775,-0.031,-0.776,0.248,-2.345,0.129,1.571,0.786
0.397,-0.734,-0.491,-1.983,-0.315,1.341,0.775,-0.046,-0.776,0.252,-2.344,0.134,1.571,0.786
0.397,-0.734,-0.491,-1.983,-0.315,1.341,0.775,-0.064,-0.777,0.252,-2.344,0.136,1.571,0.786
0.397,-0.734,-0.491,-1.983,-0.315,1.341,0.775,-0.083,-0.777,0.25,-2.344,0.138,1.57,0.786
0.397,-0.734,-0.491,-1.983,-0.315,1.341,0.775,-0.101,-0.777,0.248,-2.344,0.139,1.57,0.787
0.397,-0.734,-0.491,-1.982,-0.315,1.341,0.775,-0.116,-0.777,0.246,-2.344,0.142,1.57,0.787
0.397,-0.734,-0.491,-1.982,-0.316,1.341,0.775,-0.128,-0.777,0.246,-2.344,0.145,1.57,0.787
0.397,-0.734,-0.491,-1.982,-0.316,1.341,0.774,-0.136,-0.777,0.246,-2.344,0.149,1.57,0.787
0.398,-0.734,-0.491,-1.982,-0.316,1.34,0.774,-0.138,-0.777,0.246,-2.344,0.152,1.57,0.787
0.398,-0.734,-0.491,-1.982,-0.316,1.34,0.774,-0.138,-0.777,0.247,-2.343,0.155,1.57,0.787
0.398,-0.734,-0.491,-1.982,-0.316,1.34,0.774,-0.139,-0.778,0.249,-2.343,0.157,1.57,0.787
0.398,-0.734,-0.491,-1.982,-0.316,1.34,0.774,-0.139,-0.778,0.253,-2.343,0.158,1.57,0.787
0.398,-0.734,-0.492,-1.982,-0.317,1.34,0.774,-0.139,-0.779,0.257,-2.343,0.16,1.57,0.787
0.398,-0.734,-0.492,-1.982,-0.317,1.34,0.774,-0.139,-0.779,0.263,-2.343,0.162,1.57,0.788
0.398,-0.734,-0.492,-1.982,-0.317,1.34,0.774,-0.139,-0.78,0.268,-2.343,0.164,1.57,0.788
0.398,-0.734,-0.492,-1.982,-0.317,1.34,0.774,-0.139,-0.78,0.272,-2.342,0.166,1.57,0.788
0.399,-0.734,-0.492,-1.982,-0.317,1.34,0.774,-0.139,-0.781,0.275,-2.342,0.167,1.57,0.788
0.399,-0.734,-0.492,-1.982,-0.317,1.34,0.773,-0.139,-0.781,0.276,-2.342,0.168,1.57,0.788
0.399,-0.734,-0.492,-1.982,-0.317,1.34,0.773,-0.139,-0.781,0.277,-2.341,0.169,1.57,0.788
0.399,-0.734,-0.492,-1.982,-0.318,1.339,0.773,-0.139,-0.781,0.278,-2.34,0.171,1.57,0.788
0.399,-0.734,-0.492,-1.982,-0.318,1.339,0.773,-0.14,-0.782,0.278,-2.339,0.172,1.57,0.788
0.4,-0.734,-0.492,-1.982,-0.318,1.339,0.773,-0.14,-0.782,0.279,-2.338,0.173,1.57,0.789
0.4,-0.734,-0.492,-1.982,-0.318,1.339,0.773,-0.14,-0.782,0.281,-2.338,0.175,1.57,0.789
0.4,-0.734,-0.492,-1.982,-0.319,1.339,0.773,-0.14,-0.782,0.282,-2.338,0.176,1.57,0.789
0.4,-0.734,-0.492,-1.982,-0.319,1.339,0.773,-0.141,-0.782,0.284,-2.337,0.177,1.57,0.789
0.4,-0.734,-0.493,-1.982,-0.319,1.339,0.772,-0.141,-0.782,0.287,-2.337,0.179,1.57,0.789
0.4,-0.734,-0.493,-1.981,-0.319,1.339,0.772,-0.142,-0.782,0.29,-2.336,0.18,1.57,0.789
0.4,-0.734,-0.493,-1.981,-0.319,1.339,0.772,-0.143,-0.782,0.292,-2.336,0.181,1.569,0.789
0.401,-0.734,-0.493,-1.981,-0.319,1.338,0.772,-0.144,-0.782,0.295,-2.335,0.183,1.569,0.789
0.401,-0.734,-0.493,-1.981,-0.319,1.338,0.772,-0.145,-0.782,0.298,-2.334,0.185,1.569,0.79
0.401,-0.734,-0.493,-1.981,-0.32,1.338,0.772,-0.146,-0.782,0.3,-2.334,0.187,1.569,0.79
0.401,-0.735,-0.493,-1.981,-0.32,1.338,0.772,-0.148,-0.782,0.303,-2.333,0.188,1.569,0.79
0.401,-0.735,-0.493,-1.981,-0.32,1.338,0.772,-0.149,-0.782,0.305,-2.332,0.19,1.569,0.79
0.401,-0.735,-0.493,-1.981,-0.32,1.338,0.772,-0.151,-0.782,0.308,-2.332,0.192,1.569,0.79
0.401,-0.735,-0.493,-1.981,-0.32,1.338,0.772,-0.153,-0.782,0.31,-2.331,0.194,1.569,0.79
0.401,-0.735,-0.493,-1.981,-0.32,1.338,0.772,-0.155,-0.782,0.312,-2.331,0.195,1.569,0.79
0.401,-0.735,-0.493,-1.981,-0.32,1.338,0.771,-0.157,-0.782,0.314,-2.33,0.197,1.569,0.79
0.402,-0.735,-0.493,-1.981,-0.321,1.338,0.771,-0.159,-0.782,0.317,-2.33,0.199,1.569,0.791
0.402,-0.735,-0.493,-1.981,-0.321,1.338,0.771,-0.161,-0.782,0.319,-2.33,0.201,1.569,0.791
0.402,-0.735,-0.493,-1.981,-0.321,1.338,0.771,-0.163,-0.782,0.322,-2.329,0.203,1.569,0.791
0.402,-0.735,-0.493,-1.981,-0.321,1.337,0.771,-0.164,-0.782,0.325,-2.328,0.205,1.569,0.791
0.402,-0.735,-0.493,-1.981,-0.321,1.337,0.771,-0.166,-0.782,0.328,-2.327,0.207,1.569,0.791
0.402,-0.735,-0.493,-1.981,-0.321,1.337,0.771,-0.168,-0.782,0.331,-2.327,0.209,1.569,0.791
0.402,-0.735,-0.494,-1.981,-0.321,1.337,0.771,-0.17,-0.782,0.335,-2.326,0.212,1.569,0.791
0.402,-0.735,-0.494,-1.981,-0.322,1.337,0.771,-0.172,-0.782,0.339,-2.325,0.214,1.569,0.791
0.403,-0.735,-0.494,-1.981,-0.322,1.337,0.771,-0.173,-0.782,0.341,-2.324,0.215,1.569,0.792
0.403,-0.735,-0.494,-1.981,-0.322,1.337,0.771,-0.175,-0.782,0.344,-2.323,0.217,1.569,0.792
0.403,-0.735,-0.494,-1.981,-0.322,1.337,0.771,-0.176,-0.782,0.346,-2.323,0.218,1.569,0.792
0.403,-0.735,-0.494,-1.981,-0.322,1.337,0.77,-0.178,-0.782,0.348,-2.323,0.22,1.568,0.792
0.403,-0.735,-0.494,-1.981,-0.322,1.337,0.77,-0.18,-0.782,0.35,-2.322,0.222,1.568,0.792
0.403,-0.735,-0.494,-1.981,-0.322,1.337,0.77,-0.182,-0.782,0.352,-2.322,0.223,1.568,0.792
0.403,-0.735,-0.494,-1.981,-0.322,1.337,0.77,-0.184,-0.782,0.353,-2.322,0.224,1.568,0.792
0.403,-0.735,-0.494,-1.981,-0.323,1.337,0.77,-0.185,-0.782,0.355,-2.321,0.226,1.568,0.792
0.403,-0.735,-0.494,-1.981,-0.323,1.336,0.77,-0.187,-0.782,0.357,-2.321,0.227,1.568,0.793
0.404,-0.735,-0.494,-1.981,-0.323,1.336,0.77,-0.189,-0.782,0.359,-2.32,0.229,1.568,0.793
0.404,-0.735,-0.494,-1.981,-0.323,1.336,0.77,-0.19,-0.782,0.361,-2.32,0.23,1.568,0.793
0.404,-0.735,-0.494,-1.981,-0.323,1.336,0.77,-0.191,-0.782,0.363,-2.319,0.231,1.568,0.793
0.404,-0.735,-0.494,-1.98,-0.323,1.336,0.77,-0.193,-0.782,0.365,-2.319,0.233,1.568,0.793
0.404,-0.735,-0.494,-1.98,-0.323,1.336,0.77,-0.194,-0.782,0.367,-2.318,0.235,1.568,0.793
0.404,-0.735,-0.494,-1.98,-0.323,1.336,0.77,-0.195,-0.782,0.37,-2.317,0.236,1.568,0.793
0.404,-0.735,-0.494,-1.98,-0.324,1.336,0.769,-0.196,-0.783,0.372,-2.317,0.237,1.568,0.793
0.404,-0.735,-0.495,-1.98,-0.324,1.336,0.769,-0.198,-0.783,0.374,-2.316,0.239,1.568,0.794
0.405,-0.735,-0.495,-1.98,-0.324,1.336,0.769,-0.199,-0.783,0.377,-2.315,0.241,1.568,0.794
0.405,-0.735,-0.495,-1.98,-0.324,1.336,0.769,-0.2,-0.783,0.379,-2.314,0.243,1.567,0.794
0.405,-0.735,-0.495,-1.98,-0.324,1.336,0.769,-0.202,-0.783,0.382,-2.314,0.244,1.567,0.794
0.405,-0.735,-0.495,-1.98,-0.324,1.336,0.769,-0.203,-0.783,0.384,-2.313,0.245,1.567,0.794
0.405,-0.735,-0.495,-1.98,-0.324,1.335,0.769,-0.205,-0.783,0.386,-2.313,0.247,1.567,0.794
0.405,-0.735,-0.495,-1.98,-0.324,1.335,0.769,-0.207,-0.783,0.389,-2.312,0.249,1.567,0.794
0.405,-0.735,-0.495,-1.98,-0.324,1.335,0.769,-0.208,-0.784,0.391,-2.311,0.251,1.567,0.794
0.405,-0.735,-0.495,-1.98,-0.325,1.335,0.769,-0.21,-0.784,0.393,-2.311,0.252,1.567,0.795
0.405,-0.735,-0.495,-1.98,-0.325,1.335,0.769,-0.212,-0.784,0.395,-2.31,0.253,1.567,0.795
0.405,-0.735,-0.495,-1.98,-0.325,1.335,0.769,-0.213,-0.784,0.397,-2.31,0.255,1.567,0.795
0.406,-0.735,-0.495,-1.98,-0.325,1.335,0.768,-0.215,-0.784,0.4,-2.309,0.257,1.567,0.795
0.406,-0.735,-0.495,-1.98,-0.325,1.335,0.768,-0.217,-0.784,0.402,-2.308,0.258,1.567,0.795
0.406,-0.735,-0.495,-1.98,-0.325,1.335,0.768,-0.218,-0.785,0.403,-2.308,0.259,1.567,0.795
0.406,-0.735,-0.495,-1.98,-0.325,1.335,0.768,-0.22,-0.785,0.406,-2.307,0.261,1.567,0.795
0.406,-0.735,-0.495,-1.98,-0.325,1.335,0.768,-0.221,-0.785,0.408,-2.307,0.263,1.567,0.795
0.406,-0.735,-0.495,-1.98,-0.325,1.335,0.768,-0.223,-0.785,0.41,-2.306,0.264,1.566,0.796
0.406,-0.735,-0.495,-1.98,-0.326,1.335,0.768,-0.224,-0.785,0.412,-2.305,0.266,1.566,0.796
0.406,-0.735,-0.495,-1.98,-0.326,1.335,0.768,-0.225,-0.786,0.414,-2.305,0.267,1.566,0.796
0.406,-0.735,-0.495,-1.98,-0.326,1.334,0.768,-0.227,-0.786,0.417,-2.304,0.269,1.566,0.796
0.407,-0.735,-0.496,-1.98,-0.326,1.334,0.768,-0.229,-0.786,0.419,-2.303,0.271,1.566,0.796
0.407,-0.735,-0.496,-1.98,-0.326,1.334,0.768,-0.23,-0.786,0.421,-2.302,0.272,1.566,0.796
0.407,-0.735,-0.496,-1.98,-0.326,1.334,0.768,-0.231,-0.786,0.423,-2.302,0.273,1.566,0.796
0.407,-0.735,-0.496,-1.98,-0.326,1.334,0.768,-0.233,-0.787,0.425,-2.301,0.275,1.566,0.796
0.407,-0.735,-0.496,-1.98,-0.326,1.334,0.767,-0.234,-0.787,0.428,-2.301,0.277,1.566,0.797
0.407,-0.735,-0.496,-1.98,-0.326,1.334,0.767,-0.236,-0.787,0.43,-2.3,0.278,1.566,0.797
0.407,-0.735,-0.496,-1.98,-0.327,1.334,0.767,-0.237,-0.787,0.432,-2.299,0.279,1.566,0.797
0.407,-0.735,-0.496,-1.98,-0.327,1.334,0.767,-0.239,-0.788,0.433,-2.299,0.28,1.565,0.797
0.407,-0.735,-0.496,-1.98,-0.327,1.334,0.767,-0.24,-0.788,0.435,-2.298,0.282,1.565,0.797
0.408,-0.735,-0.496,-1.98,-0.327,1.334,0.767,-0.242,-0.788,0.437,-2.298,0.284,1.565,0.797
0.408,-0.735,-0.496,-1.98,-0.327,1.334,0.767,-0.243,-0.788,0.439,-2.297,0.285,1.565,0.797
0.408,-0.735,-0.496,-1.98,-0.327,1.334,0.767,-0.245,-0.788,0.441,-2.296,0.286,1.565,0.798
0.408,-0.735,-0.496,-1.98,-0.327,1.334,0.767,-0.247,-0.788,0.443,-2.295,0.288,1.565,0.798
0.408,-0.735,-0.496,-1.98,-0.327,1.334,0.767,-0.248,-0.788,0.445,-2.295,0.289,1.565,0.798
0.408,-0.735,-0.496,-1.98,-0.327,1.334,0.767,-0.25,-0.788,0.447,-2.294,0.291,1.565,0.798
0.408,-0.735,-0.496,-1.98,-0.327,1.334,0.767,-0.251,-0.788,0.45,-2.294,0.292,1.565,0.799
0.409,-0.735,-0.496,-1.98,-0.328,1.334,0.767,-0.253,-0.789,0.452,-2.293,0.294,1.565,0.799
0.409,-0.735,-0.496,-1.98,-0.328,1.334,0.767,-0.254,-0.789,0.454,-2.292,0.295,1.565,0.799
0.409,-0.735,-0.496,-1.98,-0.328,1.334,0.766,-0.256,-0.789,0.456,-2.292,0.297,1.564,0.799
0.409,-0.735,-0.496,-1.98,-0.328,1.334,0.766,-0.257,-0.789,0.458,-2.291,0.298,1.564,0.799
0.409,-0.735,-0.496,-1.98,-0.328,1.333,0.766,-0.259,-0.789,0.46,-2.29,0.3,1.564,0.799
0.409,-0.735,-0.496,-1.98,-0.328,1.333,0.766,-0.26,-0.789,0.463,-2.29,0.301,1.564,0.799
0.409,-0.735,-0.496,-1.98,-0.328,1.333,0.766,-0.262,-0.789,0.465,-2.289,0.303,1.564,0.8
0.409,-0.735,-0.496,-1.98,-0.328,1.333,0.766,-0.263,-0.789,0.467,-2.289,0.304,1.564,0.8
0.41,-0.735,-0.497,-1.98,-0.329,1.333,0.766,-0.265,-0.79,0.469,-2.288,0.306,1.564,0.8
0.41,-0.735,-0.497,-1.98,-0.329,1.333,0.766,-0.266,-0.79,0.471,-2.287,0.307,1.564,0.8
0.41,-0.735,-0.497,-1.98,-0.329,1.333,0.766,-0.268,-0.79,0.473,-2.287,0.309,1.564,0.8
0.41,-0.735,-0.497,-1.98,-0.329,1.333,0.766,-0.269,-0.79,0.476,-2.286,0.31,1.564,0.8
0.41,-0.735,-0.497,-1.98,-0.329,1.333,0.766,-0.271,-0.79,0.478,-2.286,0.312,1.564,0.8
0.41,-0.735,-0.497,-1.98,-0.329,1.333,0.766,-0.273,-0.79,0.48,-2.285,0.313,1.564,0.801
0.41,-0.735,-0.497,-1.98,-0.329,1.333,0.765,-0.274,-0.79,0.482,-2.284,0.315,1.563,0.801
0.41,-0.735,-0.497,-1.98,-0.329,1.333,0.765,-0.276,-0.79,0.484,-2.284,0.316,1.563,0.801
0.411,-0.735,-0.497,-1.98,-0.33,1.333,0.765,-0.277,-0.791,0.486,-2.283,0.318,1.563,0.801
