q1_left,q2_left,q3_left,q4_left,q5_left,q6_left,q7_left,q1_right,q2_right,q3_right,q4_right,q5_right,q6_right,q7_right
-0.0,-0.368,0.0,-2.05,0.0,1.658,0.785,-0.0,-0.785,0.0,-2.356,0.0,1.571,0.785
-0.0,-0.362,0.0,-2.041,0.0,1.659,0.785,-0.0,-0.785,0.0,-2.356,0.0,1.571,0.785
-0.0,-0.358,0.0,-2.037,0.0,1.661,0.785,-0.0,-0.785,0.0,-2.356,0.0,1.571,0.785
-0.0,-0.356,0.0,-2.036,0.0,1.662,0.785,-0.0,-0.785,0.0,-2.356,0.0,1.571,0.785
-0.0,-0.355,0.0,-2.036,0.0,1.662,0.785,-0.0,-0.785,0.0,-2.356,0.0,1.571,0.785
-0.0,-0.352,0.0,-2.033,0.0,1.663,0.785,-0.0,-0.785,0.0,-2.356,0.0,1.571,0.785
-0.0,-0.345,0.0,-2.025,0.0,1.663,0.785,-0.0,-0.785,0.0,-2.356,0.0,1.571,0.785
-0.0,-0.336,0.0,-2.015,0.0,1.663,0.785,-0.0,-0.785,0.0,-2.356,0.0,1.571,0.785
-0.0,-0.329,0.0,-2.01,0.0,1.663,0.785,-0.0,-0.785,0.0,-2.356,0.0,1.571,0.785
-0.0,-0.324,0.0,-2.009,0.0,1.665,0.785,-0.0,-0.785,0.0,-2.356,0.0,1.571,0.785
-0.0,-0.321,0.0,-2.009,0.0,1.665,0.785,-0.0,-0.785,0.0,-2.356,0.0,1.571,0.785
-0.0,-0.316,0.0,-2.006,0.0,1.665,0.785,-0.0,-0.785,0.0,-2.356,0.0,1.571,0.785
-0.0,-0.308,0.0,-1.997,0.0,1.665,0.785,-0.0,-0.785,0.0,-2.356,0.0,1.571,0.785
-0.0,-0.3,0.0,-1.989,0.0,1.665,0.785,-0.0,-0.785,0.0,-2.356,0.0,1.571,0.785
-0.0,-0.289,0.0,-1.977,0.0,1.665,0.785,-0.0,-0.785,0.0,-2.356,0.0,1.571,0.785
-0.0,-0.275,0.0,-1.962,0.0,1.665,0.785,-0.0,-0.785,0.0,-2.356,0.0,1.571,0.785
-0.0,-0.263,0.0,-1.95,0.0,1.666,0.785,-0.0,-0.785,0.0,-2.356,0.0,1.571,0.785
-0.0,-0.256,0.0,-1.944,0.0,1.668,0.785,-0.0,-0.785,0.0,-2.356,0.0,1.571,0.785
-0.0,-0.247,0.0,-1.936,0.0,1.668,0.785,-0.0,-0.785,0.0,-2.356,0.0,1.571,0.785
-0.0,-0.237,0.0,-1.928,0.0,1.668,0.785,-0.0,-0.785,0.0,-2.356,0.0,1.571,0.785
-0.0,-0.23,0.0,-1.923,0.0,1.668,0.785,-0.0,-0.785,0.0,-2.356,0.0,1.571,0.785
-0.0,-0.225,0.0,-1.922,0.0,1.668,0.785,-0.0,-0.785,0.0,-2.356,0.0,1.571,0.785
-0.0,-0.216,0.0,-1.913,0.0,1.668,0.785,-0.0,-0.785,0.0,-2.356,0.0,1.571,0.785
-0.0,-0.206,0.0,-1.902,0.0,1.668,0.785,-0.0,-0.785,0.0,-2.356,0.0,1.571,0.785
-0.0,-0.198,0.0,-1.893,0.0,1.668,0.785,-0.0,-0.785,0.0,-2.356,0.0,1.571,0.785
-0.0,-0.189,0.0,-1.882,0.0,1.668,0.785,-0.0,-0.785,0.0,-2.356,0.0,1.571,0.785
-0.0,-0.177,0.0,-1.868,0.0,1.668,0.785,-0.0,-0.785,0.0,-2.356,0.0,1.571,0.785
-0.0,-0.168,0.0,-1.857,0.0,1.669,0.785,-0.0,-0.785,0.0,-2.356,0.0,1.571,0.785
-0.0,-0.163,0.0,-1.851,0.0,1.669,0.785,-0.0,-0.785,0.0,-2.356,0.0,1.571,0.785
-0.0,-0.155,0.0,-1.841,0.0,1.669,0.785,-0.0,-0.785,0.0,-2.356,0.0,1.571,0.785
-0.0,-0.146,0.0,-1.83,0.0,1.669,0.785,-0.0,-0.785,0.0,-2.356,0.0,1.571,0.785
-0.0,-0.139,0.0,-1.823,0.0,1.669,0.785,-0.0,-0.785,0.0,-2.356,0.0,1.571,0.785
-0.0,-0.131,0.0,-1.814,0.0,1.669,0.785,-0.0,-0.785,0.0,-2.356,0.0,1.571,0.785
-0.0,-0.12,0.0,-1.801,0.0,1.669,0.785,-0.0,-0.785,0.0,-2.356,0.0,1.571,0.785
-0.0,-0.11,0.0,-1.788,0.0,1.669,0.785,-0.0,-0.785,0.0,-2.356,0.0,1.571,0.785
-0.0,-0.105,0.0,-1.784,0.0,1.669,0.785,-0.0,-0.785,0.0,-2.356,0.0,1.571,0.785
-0.0,-0.102,0.0,-1.784,0.0,1.669,0.785,-0.0,-0.785,0.0,-2.356,0.0,1.571,0.785
-0.0,-0.101,0.0,-1.784,0.0,1.669,0.785,-0.0,-0.785,0.0,-2.356,0.0,1.571,0.785
-0.0,-0.095,0.0,-1.775,0.0,1.669,0.785,-0.0,-0.785,0.0,-2.356,0.0,1.571,0.785
-0.0,-0.087,0.0,-1.763,0.0,1.669,0.785,-0.0,-0.785,0.0,-2.356,0.0,1.571,0.785
-0.0,-0.081,0.0,-1.753,0.0,1.669,0.785,-0.0,-0.785,0.0,-2.356,0.0,1.571,0.785
-0.0,-0.073,0.0,-1.741,0.0,1.669,0.785,-0.0,-0.785,0.0,-2.356,0.0,1.571,0.785
-0.0,-0.061,0.0,-1.724,0.0,1.669,0.785,-0.0,-0.785,0.0,-2.356,0.0,1.571,0.785
-0.0,-0.051,0.0,-1.71,0.0,1.669,0.785,-0.0,-0.785,0.0,-2.356,0.0,1.571,0.785
-0.0,-0.045,0.0,-1.705,0.0,1.669,0.785,-0.0,-0.785,0.0,-2.356,0.0,1.571,0.785
-0.0,-0.039,0.0,-1.701,0.0,1.669,0.785,-0.0,-0.785,0.0,-2.356,0.0,1.571,0.785
-0.0,-0.028,0.0,-1.689,0.0,1.669,0.785,-0.0,-0.785,0.0,-2.356,0.0,1.571,0.785
-0.0,-0.019,0.0,-1.679,0.0,1.669,0.785,-0.0,-0.785,0.0,-2.356,0.0,1.571,0.785
-0.0,-0.012,0.0,-1.675,0.0,1.669,0.785,-0.0,-0.785,0.0,-2.356,0.0,1.571,0.785
-0.0,-0.008,0.0,-1.674,0.0,1.669,0.785,-0.0,-0.785,0.0,-2.356,0.0,1.571,0.785
-0.0,-0.005,0.0,-1.674,0.0,1.669,0.785,-0.0,-0.785,0.0,-2.356,0.0,1.571,0.785
-0.0,-0.003,0.0,-1.675,0.0,1.669,0.785,-0.0,-0.785,0.0,-2.356,0.0,1.571,0.785
-0.0,-0.004,0.0,-1.674,0.0,1.669,0.785,-0.0,-0.785,0.0,-2.356,0.0,1.571,0.785
-0.0,-0.005,0.0,-1.674,0.0,1.669,0.785,-0.0,-0.785,0.0,-2.356,0.0,1.571,0.785
-0.001,-0.005,-0.001,-1.674,0.0,1.668,0.785,-0.0,-0.785,0.0,-2.356,0.0,1.571,0.785
-0.001,-0.005,-0.003,-1.674,0.0,1.668,0.785,-0.0,-0.785,0.0,-2.356,0.0,1.571,0.785
-0.001,-0.005,-0.004,-1.674,0.0,1.668,0.785,-0.0,-0.785,0.0,-2.356,0.0,1.571,0.785
-0.003,-0.005,-0.006,-1.674,0.0,1.668,0.785,-0.0,-0.785,0.0,-2.356,0.0,1.571,0.785
-0.005,-0.005,-0.008,-1.674,0.0,1.668,0.785,-0.0,-0.785,0.0,-2.356,0.0,1.571,0.785
-0.008,-0.005,-0.011,-1.674,0.0,1.668,0.785,-0.0,-0.785,0.0,-2.356,0.0,1.571,0.785
-0.012,-0.005,-0.015,-1.674,0.0,1.668,0.784,-0.0,-0.785,0.0,-2.356,0.0,1.571,0.785
-0.015,-0.006,-0.018,-1.674,0.0,1.668,0.784,-0.0,-0.785,0.0,-2.356,0.0,1.571,0.785
-0.019,-0.006,-0.022,-1.674,0.0,1.668,0.784,-0.0,-0.785,0.0,-2.356,0.0,1.571,0.785
-0.021,-0.006,-0.024,-1.674,0.0,1.668,0.784,-0.0,-0.785,0.0,-2.356,0.0,1.571,0.785
-0.025,-0.006,-0.028,-1.674,0.0,1.668,0.784,-0.0,-0.785,0.0,-2.356,0.0,1.571,0.785
-0.027,-0.006,-0.031,-1.674,0.0,1.668,0.784,-0.0,-0.785,0.0,-2.356,0.0,1.571,0.785
-0.03,-0.006,-0.033,-1.673,0.0,1.668,0.784,-0.0,-0.785,0.0,-2.356,0.0,1.571,0.785
-0.032,-0.006,-0.035,-1.673,0.0,1.668,0.784,-0.0,-0.785,0.0,-2.356,0.0,1.571,0.785
-0.034,-0.006,-0.037,-1.673,0.0,1.668,0.783,-0.0,-0.785,0.0,-2.356,0.0,1.571,0.785
-0.035,-0.006,-0.038,-1.673,-0.0,1.668,0.783,-0.0,-0.785,0.0,-2.356,0.0,1.571,0.785
-0.036,-0.005,-0.039,-1.672,-0.0,1.668,0.782,-0.0,-0.785,0.0,-2.356,0.0,1.571,0.785
-0.037,-0.005,-0.041,-1.672,0.0,1.668,0.782,-0.0,-0.785,0.0,-2.356,0.0,1.571,0.785
-0.039,-0.005,-0.042,-1.672,0.0,1.668,0.782,-0.0,-0.785,0.0,-2.356,0.0,1.571,0.785
-0.041,-0.005,-0.044,-1.672,0.0,1.668,0.781,-0.0,-0.785,0.0,-2.356,0.0,1.571,0.785
-0.043,-0.005,-0.046,-1.672,0.0,1.668,0.781,-0.0,-0.785,0.0,-2.356,0.0,1.571,0.785
-0.044,-0.005,-0.048,-1.672,0.0,1.668,0.781,-0.0,-0.785,0.0,-2.356,0.0,1.571,0.785
-0.046,-0.005,-0.049,-1.672,0.0,1.668,0.781,-0.0,-0.785,0.0,-2.356,0.0,1.571,0.785
-0.047,-0.005,-0.051,-1.672,-0.0,1.667,0.781,-0.0,-0.785,0.0,-2.356,0.0,1.571,0.785
-0.048,-0.005,-0.052,-1.671,-0.0,1.667,0.78,-0.0,-0.785,0.0,-2.356,0.0,1.571,0.785
-0.05,-0.004,-0.053,-1.67,0.0,1.667,0.78,-0.0,-0.785,0.0,-2.356,0.0,1.571,0.785
-0.051,-0.003,-0.055,-1.668,0.0,1.667,0.78,-0.0,-0.785,0.0,-2.356,0.0,1.571,0.785
-0.053,-0.003,-0.056,-1.668,0.0,1.667,0.78,-0.0,-0.785,0.0,-2.356,0.0,1.571,0.785
-0.054,-0.003,-0.057,-1.668,0.0,1.667,0.78,-0.0,-0.785,0.0,-2.356,0.0,1.571,0.785
-0.055,-0.002,-0.058,-1.667,0.0,1.667,0.779,-0.0,-0.785,0.0,-2.356,0.0,1.571,0.785
-0.056,-0.002,-0.06,-1.667,-0.0,1.667,0.779,-0.0,-0.785,0.0,-2.356,0.0,1.571,0.785
-0.057,-0.0,-0.061,-1.664,0.0,1.667,0.778,-0.0,-0.785,0.0,-2.356,0.0,1.571,0.785
-0.058,0.001,-0.062,-1.663,0.0,1.667,0.778,-0.0,-0.785,0.0,-2.356,0.0,1.571,0.785
-0.059,0.002,-0.063,-1.662,0.0,1.667,0.778,-0.0,-0.785,0.0,-2.356,0.0,1.571,0.785
-0.061,0.002,-0.064,-1.662,0.0,1.667,0.778,-0.0,-0.785,0.0,-2.356,0.0,1.571,0.785
-0.062,0.003,-0.065,-1.662,0.0,1.667,0.777,-0.0,-0.785,0.0,-2.356,0.0,1.571,0.785
-0.063,0.003,-0.066,-1.661,0.0,1.667,0.777,-0.0,-0.785,0.0,-2.356,0.0,1.571,0.785
-0.064,0.003,-0.068,-1.661,0.0,1.667,0.776,-0.0,-0.785,0.0,-2.356,0.0,1.571,0.785
-0.065,0.003,-0.068,-1.66,0.0,1.667,0.775,-0.0,-0.785,0.0,-2.356,0.0,1.571,0.785
-0.065,0.004,-0.069,-1.658,0.0,1.667,0.775,-0.0,-0.785,0.0,-2.356,0.0,1.571,0.785
-0.066,0.006,-0.069,-1.657,0.0,1.667,0.774,-0.0,-0.785,0.0,-2.356,0.0,1.571,0.785
-0.068,0.007,-0.071,-1.654,0.0,1.667,0.774,-0.0,-0.785,0.0,-2.356,0.0,1.571,0.785
-0.07,0.01,-0.073,-1.651,0.0,1.666,0.774,-0.0,-0.785,0.0,-2.356,0.0,1.571,0.785
-0.072,0.012,-0.075,-1.648,0.0,1.666,0.773,-0.0,-0.785,0.0,-2.356,0.0,1.571,0.785
-0.076,0.014,-0.078,-1.646,0.0,1.666,0.773,-0.0,-0.785,0.0,-2.356,0.0,1.571,0.785
-0.079,0.017,-0.082,-1.643,0.0,1.666,0.773,-0.0,-0.785,0.0,-2.356,0.0,1.571,0.785
-0.084,0.019,-0.086,-1.64,0.0,1.666,0.772,-0.0,-0.785,0.0,-2.356,0.0,1.571,0.785
-0.088,0.022,-0.091,-1.637,0.0,1.666,0.772,-0.0,-0.785,0.0,-2.356,0.0,1.571,0.785
-0.094,0.025,-0.096,-1.634,0.0,1.666,0.772,-0.0,-0.785,0.0,-2.356,0.0,1.571,0.785
-0.098,0.027,-0.1,-1.632,0.0,1.666,0.771,-0.0,-0.785,0.0,-2.356,0.0,1.571,0.785
-0.103,0.028,-0.105,-1.632,0.0,1.666,0.771,-0.0,-0.785,0.0,-2.356,0.0,1.571,0.785
-0.107,0.029,-0.109,-1.632,0.0,1.666,0.77,-0.0,-0.785,0.0,-2.356,0.0,1.571,0.785
-0.11,0.029,-0.112,-1.632,0.0,1.666,0.77,-0.0,-0.785,0.0,-2.356,0.0,1.571,0.785
-0.112,0.029,-0.114,-1.632,0.0,1.666,0.77,-0.0,-0.785,0.0,-2.356,0.0,1.571,0.785
-0.113,0.029,-0.114,-1.631,0.0,1.666,0.768,-0.0,-0.785,0.0,-2.356,0.0,1.571,0.785
-0.113,0.029,-0.114,-1.631,0.0,1.666,0.767,-0.0,-0.785,0.0,-2.356,0.0,1.571,0.785
-0.113,0.029,-0.114,-1.631,0.001,1.665,0.766,-0.0,-0.785,0.0,-2.356,0.0,1.571,0.785
-0.112,0.029,-0.113,-1.63,0.001,1.665,0.765,-0.0,-0.785,0.0,-2.356,0.0,1.571,0.785
-0.112,0.031,-0.113,-1.627,0.001,1.665,0.764,-0.0,-0.785,0.0,-2.356,0.0,1.571,0.785
-0.113,0.032,-0.113,-1.625,0.001,1.665,0.764,-0.0,-0.785,0.0,-2.356,0.0,1.571,0.785
-0.113,0.033,-0.113,-1.624,0.001,1.665,0.763,-0.0,-0.785,0.0,-2.356,0.0,1.571,0.785
-0.113,0.033,-0.113,-1.624,0.001,1.665,0.762,-0.0,-0.785,0.0,-2.356,0.0,1.571,0.785
-0.113,0.034,-0.114,-1.622,0.001,1.665,0.762,-0.0,-0.785,0.0,-2.356,0.0,1.571,0.785
-0.113,0.037,-0.114,-1.618,0.001,1.665,0.761,-0.0,-0.785,0.0,-2.356,0.0,1.571,0.785
-0.114,0.039,-0.114,-1.614,0.001,1.665,0.761,-0.0,-0.785,0.0,-2.356,0.0,1.571,0.785
-0.115,0.041,-0.115,-1.612,0.001,1.665,0.761,-0.0,-0.785,0.0,-2.356,0.0,1.571,0.785
-0.116,0.042,-0.116,-1.612,0.001,1.665,0.76,-0.0,-0.785,0.0,-2.356,0.0,1.571,0.785
-0.118,0.044,-0.118,-1.609,0.001,1.664,0.759,-0.0,-0.785,0.0,-2.356,0.0,1.571,0.785
-0.12,0.047,-0.119,-1.605,0.001,1.664,0.758,-0.0,-0.785,0.0,-2.356,0.0,1.571,0.785
-0.121,0.049,-0.121,-1.602,0.001,1.664,0.758,-0.0,-0.785,0.0,-2.356,0.0,1.571,0.785
-0.124,0.05,-0.123,-1.602,0.001,1.664,0.757,-0.0,-0.785,0.0,-2.356,0.0,1.571,0.785
-0.126,0.053,-0.125,-1.598,0.001,1.664,0.757,-0.0,-0.785,0.0,-2.356,0.0,1.571,0.785
-0.129,0.057,-0.128,-1.594,0.001,1.664,0.756,-0.0,-0.785,0.0,-2.356,0.0,1.571,0.785
-0.133,0.059,-0.131,-1.591,0.002,1.664,0.756,-0.0,-0.785,0.0,-2.356,0.0,1.571,0.785
-0.136,0.062,-0.134,-1.588,0.002,1.664,0.755,-0.0,-0.785,0.0,-2.356,0.0,1.571,0.785
-0.14,0.066,-0.137,-1.583,0.002,1.664,0.755,-0.0,-0.785,0.0,-2.356,0.0,1.571,0.785
-0.144,0.07,-0.141,-1.579,0.002,1.664,0.754,-0.0,-0.785,0.0,-2.356,0.0,1.571,0.785
-0.148,0.073,-0.144,-1.575,0.002,1.663,0.754,-0.0,-0.785,0.0,-2.356,0.0,1.571,0.785
-0.153,0.077,-0.148,-1.57,0.002,1.663,0.753,-0.0,-0.785,0.0,-2.356,0.0,1.571,0.785
-0.156,0.08,-0.151,-1.566,0.002,1.663,0.753,-0.0,-0.785,0.0,-2.356,0.0,1.571,0.785
-0.16,0.082,-0.155,-1.564,0.002,1.662,0.752,-0.0,-0.785,0.0,-2.356,0.0,1.571,0.785
-0.164,0.085,-0.157,-1.56,0.002,1.661,0.751,-0.0,-0.785,0.0,-2.356,0.0,1.571,0.785
-0.167,0.089,-0.16,-1.555,0.002,1.66,0.751,-0.0,-0.785,0.0,-2.356,0.0,1.571,0.785
-0.17,0.092,-0.163,-1.552,0.002,1.66,0.75,-0.0,-0.785,0.0,-2.356,0.0,1.571,0.785
-0.172,0.091,-0.165,-1.555,0.002,1.66,0.75,-0.0,-0.785,0.0,-2.356,0.0,1.571,0.785
-0.173,0.084,-0.166,-1.566,0.002,1.66,0.749,-0.0,-0.785,0.0,-2.356,0.0,1.571,0.785
-0.174,0.077,-0.167,-1.576,0.003,1.66,0.748,-0.0,-0.785,0.0,-2.356,0.0,1.571,0.785
-0.174,0.068,-0.167,-1.59,0.003,1.66,0.748,-0.0,-0.785,0.0,-2.356,0.0,1.571,0.785
-0.174,0.053,-0.167,-1.611,0.003,1.66,0.747,-0.0,-0.785,0.0,-2.356,0.0,1.571,0.785
-0.174,0.041,-0.167,-1.626,0.003,1.66,0.747,-0.0,-0.785,0.0,-2.356,0.0,1.571,0.785
